region_group,micro_area,topology,price_ksh,sq_ft,borehole,parking,security,content_hash
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 160,000 per month 3bdrm Apartment in Kaputei Gardens, Lavington for rent A stunning ultra modern spacious 3bedroom"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"KSh 160,000 per month 3bdrm Apartment in Kaputei Gardens, Lavington for rent A stunning ultra modern spacious 3bedroom plus Dsq all en-suite apartment"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"KSh 160,000 per month 3bdrm Apartment in Kaputei Gardens, Lavington for rent"
Dagoretti,Lavington,Apartment,180000,0,0,0,0,"5+ years on Jiji  KSh 180,000 per month Furnished 3bdrm Apartment in Lavington for rent Fully Furnished Three bed plus DSQ at Junction gardens opposit"
Dagoretti,Lavington,Apartment,180000,0,0,0,0,"KSh 180,000 per month Furnished 3bdrm Apartment in Lavington for rent Fully Furnished Three bed plus DSQ at Junction gardens opposite entry / exit of "
Dagoretti,Lavington,Apartment,180000,0,0,0,0,"KSh 180,000 per month Furnished 3bdrm Apartment in Lavington for rent"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"5+ years on Jiji  KSh 110,000 per month 3bdrm Apartment in Maziwa for rent TO LET – KES 110,000 | Lavington
Spacious 3-Bedroom Apartment (All En-Suite"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 3bdrm Apartment in Maziwa for rent TO LET – KES 110,000 | Lavington
Spacious 3-Bedroom Apartment (All En-Suite) + DSQ located in"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"TO LET – KES 110,000 | Lavington
Spacious 3-Bedroom Apartment (All En-Suite) + DSQ located in a... Maziwa"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"TO LET – KES 110,000 | Lavington
Spacious 3-Bedroom Apartment (All En-Suite) + DSQ located in a..."
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 75,000 per month 2bdrm Apartment in Hatheru Road, Lavington for rent An exclusively brand new spacious 2bedroom ma"
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"KSh 75,000 per month 2bdrm Apartment in Hatheru Road, Lavington for rent An exclusively brand new spacious 2bedroom master en-suite apartment for rent"
Dagoretti,Lavington,Townhouse,41000,0,0,0,0,"5+ years on Jiji  KSh 41,000 per month Furnished 1bdrm Bedsitter in Junction, Riara Road, Valley Arcade View Today for Free... Elegant fully-furnished"
Dagoretti,Lavington,Bedsitter,41000,0,0,0,0,"KSh 41,000 per month Furnished 1bdrm Bedsitter in Junction, Riara Road, Valley Arcade View Today for Free... Elegant fully-furnished 1-BR house with W"
Dagoretti,Lavington,Bedsitter,41000,0,0,0,0,"KSh 41,000 per month Furnished 1bdrm Bedsitter in Junction, Riara Road, Valley Arcade"
Dagoretti,Lavington,Townhouse,270000,0,0,0,0,"5+ years on Jiji  KSh 270,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent This lovely townhouse is within a gated community with 7 other be"
Dagoretti,Lavington,Townhouse,270000,0,0,0,0,"KSh 270,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent This lovely townhouse is within a gated community with 7 other beautiful homes surr"
Dagoretti,Lavington,Townhouse,270000,0,0,0,0,"KSh 270,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 90,000 per month 1bdrm Apartment in Muthangari Road, Lavington for rent An exclusively ultra modern brand new spac"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"KSh 90,000 per month 1bdrm Apartment in Muthangari Road, Lavington for rent An exclusively ultra modern brand new spacious 1bedroom apartment for rent"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"KSh 90,000 per month 1bdrm Apartment in Muthangari Road, Lavington for rent"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 160,000 per month Furnished 3bdrm Apartment in Bric Apartment, Valley Arcade for rent Enjoy spacious li"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"KSh 160,000 per month Furnished 3bdrm Apartment in Bric Apartment, Valley Arcade for rent Enjoy spacious living, great view and cool breeze. The perfe"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"KSh 160,000 per month Furnished 3bdrm Apartment in Bric Apartment, Valley Arcade for rent"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"5+ years on Jiji  KSh 110,000 per month 3bdrm Apartment in Lavington for rent 3 Bedroom all ensuite Apartment with a DSQ situated on the ground floor "
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 3bdrm Apartment in Lavington for rent 3 Bedroom all ensuite Apartment with a DSQ situated on the ground floor in a compound of 1"
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"5+ years on Jiji  KSh 80,000 per month 2bdrm Apartment in Lavington for rent 2-Bedroom Apartment for Rent – Lavington
 KES 80,000 per month
 Lavington"
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"KSh 80,000 per month 2bdrm Apartment in Lavington for rent 2-Bedroom Apartment for Rent – Lavington
 KES 80,000 per month
 Lavington
Spacious 2-bedroo"
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"2-Bedroom Apartment for Rent – Lavington
 KES 80,000 per month
 Lavington
Spacious 2-bedroom... Lavington"
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"2-Bedroom Apartment for Rent – Lavington
 KES 80,000 per month
 Lavington
Spacious 2-bedroom..."
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"5+ years on Jiji  KSh 60,000 per month 2bdrm Apartment in Maziwa for rent TO LET – LAVINGTON (UN AREA)
Modern 2-bedroom apartment (master ensuite) loc"
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"KSh 60,000 per month 2bdrm Apartment in Maziwa for rent TO LET – LAVINGTON (UN AREA)
Modern 2-bedroom apartment (master ensuite) located in the serene"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 300,000 per month 4bdrm Townhouse / Terrace in Kanjata Road, Lavington for rent Lavington ultra modern newly build"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 4bdrm Townhouse / Terrace in Kanjata Road, Lavington for rent Lavington ultra modern newly build spacious 4bedroom townhouse for"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 4bdrm Townhouse / Terrace in Kanjata Road, Lavington for rent"
Dagoretti,Lavington,Townhouse,60000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Overview 
One Bedroom plus study room for Re"
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Overview 
One Bedroom plus study room for Rent, asking Kshs. 65,000
Location: Lavington"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"5+ years on Jiji  KSh 110,000 per month 2bdrm Apartment in Riverside Drive for rent Two Bedroom Apartment to let in Westlands, Riverside Drive 
Very "
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 2bdrm Apartment in Riverside Drive for rent Two Bedroom Apartment to let in Westlands, Riverside Drive 
Very spacious and well "
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 75,000 per month 2bdrm Apartment in Lavington, Maziwa for rent FOR RENT | LAVINGTON, NAIROBI
 2 Bedroom Apartment
 Rent:"
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"KSh 75,000 per month 2bdrm Apartment in Lavington, Maziwa for rent FOR RENT | LAVINGTON, NAIROBI
 2 Bedroom Apartment
 Rent: Kshs 75,000 per month
Liv"
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"KSh 75,000 per month 2bdrm Apartment in Lavington, Maziwa for rent"
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 250,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent  to let – lavington
 kes 250,000
 massive 5 bedroom villa"
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"KSh 250,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent  to let – lavington
 kes 250,000
 massive 5 bedroom villa + family room + dsq
 5 sp"
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"KSh 250,000 per month 5bdrm Townhouse / Terrace in Maziwa for rent"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 90,000 per month 2bdrm Apartment in King'Ara Road, Lavington for rent An exclusively modern spacious 2bedroom apar"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in King'Ara Road, Lavington for rent An exclusively modern spacious 2bedroom apartment for rent in the heart of L"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in King'Ara Road, Lavington for rent"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"5+ years on Jiji  KSh 105,000 per month Furnished Studio Apartment in Lavington for rent This is a one bed studio apartment 
 Location Hendred road, v"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"KSh 105,000 per month Furnished Studio Apartment in Lavington for rent This is a one bed studio apartment 
 Location Hendred road, valley arcade behin"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"KSh 105,000 per month Furnished Studio Apartment in Lavington for rent"
Dagoretti,Lavington,Townhouse,400000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 400,000 per month 4bdrm House in Lavington, Muthangari for rent TO LET | LAVINGTON, NAIROBI
 Elegant 4-Bedroom All En-Su"
Dagoretti,Lavington,Townhouse,400000,0,0,0,0,"KSh 400,000 per month 4bdrm House in Lavington, Muthangari for rent TO LET | LAVINGTON, NAIROBI
 Elegant 4-Bedroom All En-Suite Townhouse + DSQ
 Rent:"
Dagoretti,Lavington,Apartment,400000,0,0,0,0,"KSh 400,000 per month 4bdrm House in Lavington, Muthangari for rent"
Dagoretti,Lavington,Townhouse,400000,0,0,0,0,"TO LET | LAVINGTON, NAIROBI
 Elegant 4-Bedroom All En-Suite Townhouse + DSQ
 Rent: KES 400,000 per... Muthangari"
Dagoretti,Lavington,Townhouse,400000,0,0,0,0,"TO LET | LAVINGTON, NAIROBI
 Elegant 4-Bedroom All En-Suite Townhouse + DSQ
 Rent: KES 400,000 per..."
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"5+ years on Jiji  KSh 300,000 per month 4bdrm Townhouse / Terrace in Lavington, Muthangari for rent TO LET @ KSH 300,000 — Lavington
Step into eleganc"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 4bdrm Townhouse / Terrace in Lavington, Muthangari for rent TO LET @ KSH 300,000 — Lavington
Step into elegance with this charmi"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 4bdrm Townhouse / Terrace in Lavington, Muthangari for rent"
Dagoretti,Lavington,Townhouse,60000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Key Features
* Exclusive One Bedroom Modern "
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent Key Features
* Exclusive One Bedroom Modern Apartment 
* Spacious Study Room
* Spacious"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"5+ years on Jiji  KSh 105,000 per month Furnished Studio Apartment in Valley Arcade for rent This is a one bed studio apartment 
 Location Hendred roa"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"KSh 105,000 per month Furnished Studio Apartment in Valley Arcade for rent This is a one bed studio apartment 
 Location Hendred road, valley arcade b"
Dagoretti,Lavington,Apartment,105000,0,0,0,0,"KSh 105,000 per month Furnished Studio Apartment in Valley Arcade for rent"
Dagoretti,Lavington,Apartment,65000,0,0,0,0,"5+ years on Jiji  KSh 65,000 per month 1bdrm Apartment in Lavington for rent 1-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 KE"
Dagoretti,Lavington,Apartment,65000,0,0,0,0,"KSh 65,000 per month 1bdrm Apartment in Lavington for rent 1-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 KES 65,000 per month"
Dagoretti,Lavington,Apartment,65000,0,0,0,0,"1-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 KES 65,000 per month
Spacious... Lavington"
Dagoretti,Lavington,Apartment,65000,0,0,0,0,"1-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 KES 65,000 per month
Spacious..."
Dagoretti,Lavington,Apartment,635000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 635,000 per month 4bdrm House in Lavington Green, Maziwa for rent A highly desirable 4-Bedroom Standalone House set on a"
Dagoretti,Lavington,Apartment,635000,0,0,0,0,"KSh 635,000 per month 4bdrm House in Lavington Green, Maziwa for rent A highly desirable 4-Bedroom Standalone House set on an expansive 1.3-acre matur"
Dagoretti,Lavington,Apartment,635000,0,0,0,0,"KSh 635,000 per month 4bdrm House in Lavington Green, Maziwa for rent"
Dagoretti,Lavington,Townhouse,650000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 650,000 per month 5bdrm Townhouse / Terrace in Mzima Springs, Lavington for rent Discover elegance and com"
Dagoretti,Lavington,Townhouse,650000,0,0,0,0,"KSh 650,000 per month 5bdrm Townhouse / Terrace in Mzima Springs, Lavington for rent Discover elegance and comfort living in prime Lavington close to "
Dagoretti,Lavington,Townhouse,650000,0,0,0,0,"KSh 650,000 per month 5bdrm Townhouse / Terrace in Mzima Springs, Lavington for rent"
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"5+ years on Jiji  KSh 75,000 per month 1bdrm Apartment in Valley Arcade for rent Apartments To Let In Lavington : UNFURNISHED 
1 Bedrooms 
Modern Turk"
Dagoretti,Lavington,Apartment,75000,0,0,0,0,"KSh 75,000 per month 1bdrm Apartment in Valley Arcade for rent Apartments To Let In Lavington : UNFURNISHED 
1 Bedrooms 
Modern Turkish finishes • Ful"
Dagoretti,Lavington,Apartment,150000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 150,000 per month 2bdrm Apartment in Riverside for rent An exclusively ultra modern spacious 2bedroom apartment fo"
Dagoretti,Lavington,Apartment,150000,0,0,0,0,"KSh 150,000 per month 2bdrm Apartment in Riverside for rent An exclusively ultra modern spacious 2bedroom apartment for rent in the leafy secure subur"
Dagoretti,Lavington,Townhouse,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month Furnished 3bdrm Apartment in Valley Arcade for rent This penthouse is a rare gem- a spacious, luxurious apartm"
Dagoretti,Lavington,Apartment,150000,0,0,0,0,"KSh 150,000 per month Furnished 3bdrm Apartment in Valley Arcade for rent This penthouse is a rare gem- a spacious, luxurious apartment featuring 3 be"
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"Verified ID   5+ years on Jiji  ENTERPRISE KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent House Features
* One bedroom modern apartme"
Dagoretti,Lavington,Apartment,60000,0,0,0,0,"KSh 60,000 per month 1bdrm Apartment in Valley Arcade for rent House Features
* One bedroom modern apartment
* Spacious living room opening onto a f"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 85,000 per month 2bdrm Apartment in Lavington for rent 2-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nai"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"KSh 85,000 per month 2bdrm Apartment in Lavington for rent 2-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 Rent: KES 85,000 per"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"2-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 Rent: KES 85,000 per... Lavington"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"2-Bedroom Apartment for Rent – Lavington, Nairobi
 Lavington, Nairobi
 Rent: KES 85,000 per..."
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"5+ years on Jiji  KSh 80,000 per month 3bdrm Apartment in Lavington for rent Discover this elegant and generously sized 3-bedroom master ensuite apart"
Dagoretti,Lavington,Apartment,80000,0,0,0,0,"KSh 80,000 per month 3bdrm Apartment in Lavington for rent Discover this elegant and generously sized 3-bedroom master ensuite apartment with a detach"
Dagoretti,Lavington,Apartment,215000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 215,000 per month 3bdrm Apartment in Riverside Drive for rent An exclusively ultra modern spacious 3bedroom master"
Dagoretti,Lavington,Apartment,215000,0,0,0,0,"KSh 215,000 per month 3bdrm Apartment in Riverside Drive for rent An exclusively ultra modern spacious 3bedroom master en-suite apartment for rent in "
Dagoretti,Lavington,Apartment,215000,0,0,0,0,"KSh 215,000 per month 3bdrm Apartment in Riverside Drive for rent"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"5+ years on Jiji  KSh 90,000 per month 2bdrm Apartment in Valley Arcade for rent Modern 2 Bedroom Apartment For Rent In Lavington!
Rent - Kshs. 90,000"
Dagoretti,Lavington,Apartment,90000,0,0,0,0,"KSh 90,000 per month 2bdrm Apartment in Valley Arcade for rent Modern 2 Bedroom Apartment For Rent In Lavington!
Rent - Kshs. 90,000/- per month (Nego"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"5+ years on Jiji  KSh 300,000 per month 6bdrm Villa in Maziwa for rent TO LET – KES 300,000 | LAVINGTON
Outstanding 6 Bedroom All-En-Suite Townhouse +"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 6bdrm Villa in Maziwa for rent TO LET – KES 300,000 | LAVINGTON
Outstanding 6 Bedroom All-En-Suite Townhouse + Office & DSQ loca"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"TO LET – KES 300,000 | LAVINGTON
Outstanding 6 Bedroom All-En-Suite Townhouse + Office & DSQ located... Maziwa"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"TO LET – KES 300,000 | LAVINGTON
Outstanding 6 Bedroom All-En-Suite Townhouse + Office & DSQ located..."
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"Verified ID   5+ years on Jiji  DIAMOND KSh 250,000 per month 5bdrm Townhouse / Terrace in Lavington Green for rent Discover elegance and comfort livi"
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"KSh 250,000 per month 5bdrm Townhouse / Terrace in Lavington Green for rent Discover elegance and comfort living in prime Lavington close to Jeffrey's"
Dagoretti,Lavington,Townhouse,250000,0,0,0,0,"KSh 250,000 per month 5bdrm Townhouse / Terrace in Lavington Green for rent"
Dagoretti,Lavington,Townhouse,160000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 160,000 per month 3bdrm Apartment in Othaya Road, Lavington for rent Lavington modern and spacious 3bedroom plus D"
Dagoretti,Lavington,Apartment,160000,0,0,0,0,"KSh 160,000 per month 3bdrm Apartment in Othaya Road, Lavington for rent Lavington modern and spacious 3bedroom plus Dsq all en-suite apartment for re"
Dagoretti,Lavington,Apartment,120000,0,0,0,0,"5+ years on Jiji  KSh 120,000 per month 3bdrm Apartment in Maziwa for rent TO LET – LAVINGTON
Step into this magnificent 3-bedroom apartment, offering"
Dagoretti,Lavington,Apartment,120000,0,0,0,0,"KSh 120,000 per month 3bdrm Apartment in Maziwa for rent TO LET – LAVINGTON
Step into this magnificent 3-bedroom apartment, offering both style and co"
Dagoretti,Lavington,Apartment,250000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 250,000 per month Furnished 2bdrm Apartment in Riverside Drive for rent Riverside Drive newly fully furnished and "
Dagoretti,Lavington,Apartment,250000,0,0,0,0,"KSh 250,000 per month Furnished 2bdrm Apartment in Riverside Drive for rent Riverside Drive newly fully furnished and serviced spacious 2bedroom apart"
Dagoretti,Lavington,Apartment,250000,0,0,0,0,"KSh 250,000 per month Furnished 2bdrm Apartment in Riverside Drive for rent"
Dagoretti,Lavington,Townhouse,220000,0,0,0,0,"5+ years on Jiji  KSh 220,000 per month 4bdrm Townhouse / Terrace in Lavington for rent Specious townhouse to let in Riara 
4bedroom plus Dsq townhous"
Dagoretti,Lavington,Townhouse,220000,0,0,0,0,"KSh 220,000 per month 4bdrm Townhouse / Terrace in Lavington for rent Specious townhouse to let in Riara 
4bedroom plus Dsq townhouse to let in a gate"
Dagoretti,Lavington,Apartment,350000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 350,000 per month Furnished 3bdrm Apartment in Riverside Drive for rent An exclusively fully furnished spacious 3b"
Dagoretti,Lavington,Apartment,350000,0,0,0,0,"KSh 350,000 per month Furnished 3bdrm Apartment in Riverside Drive for rent An exclusively fully furnished spacious 3bedroom plus Dsq all en-suite apa"
Dagoretti,Lavington,Apartment,350000,0,0,0,0,"KSh 350,000 per month Furnished 3bdrm Apartment in Riverside Drive for rent"
Dagoretti,Lavington,Apartment,200000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 200,000 per month 3bdrm Apartment in Riverside Drive for rent An exclusively ultra modern spacious 3bedroom plus D"
Dagoretti,Lavington,Apartment,200000,0,0,0,0,"KSh 200,000 per month 3bdrm Apartment in Riverside Drive for rent An exclusively ultra modern spacious 3bedroom plus Dsq master en-suite apartment for"
Dagoretti,Lavington,Apartment,200000,0,0,0,0,"KSh 200,000 per month 3bdrm Apartment in Riverside Drive for rent"
Dagoretti,Lavington,Townhouse,200000,0,0,0,0,"5+ years on Jiji  KSh 200,000 per month 4bdrm Townhouse / Terrace in Lavington Green, Muthangari for rent Welcome in most attractive coner 4 bedroom m"
Dagoretti,Lavington,Townhouse,200000,0,0,0,0,"KSh 200,000 per month 4bdrm Townhouse / Terrace in Lavington Green, Muthangari for rent Welcome in most attractive coner 4 bedroom maisonette. It is s"
Dagoretti,Lavington,Townhouse,200000,0,0,0,0,"KSh 200,000 per month 4bdrm Townhouse / Terrace in Lavington Green, Muthangari for rent"
Dagoretti,Lavington,Townhouse,110000,0,0,0,0,"5+ years on Jiji  KSh 110,000 per month 2bdrm Apartment in Valley Arcade for rent Apartments To Let In Lavington : UNFURNISHED 
 2 Bedrooms 
Modern Tu"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 2bdrm Apartment in Valley Arcade for rent Apartments To Let In Lavington : UNFURNISHED 
 2 Bedrooms 
Modern Turkish finishes • F"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 2bdrm Apartment in Valley Arcade for rent"
Dagoretti,Lavington,Townhouse,320000,0,0,0,0,"5+ years on Jiji  KSh 320,000 per month 5bdrm Townhouse / Terrace in Lavington for rent Contemporary beautiful 5 bedrooms townhouse plus family rm and"
Dagoretti,Lavington,Townhouse,320000,0,0,0,0,"KSh 320,000 per month 5bdrm Townhouse / Terrace in Lavington for rent Contemporary beautiful 5 bedrooms townhouse plus family rm and dsq in a gated co"
Dagoretti,Lavington,Townhouse,320000,0,0,0,0,"KSh 320,000 per month 5bdrm Townhouse / Terrace in Lavington for rent"
Dagoretti,Lavington,Apartment,220000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 220,000 per month 4bdrm Duplex in Valley Arcade, Lavington for rent An exclusively newly build spacious 4bedroom p"
Dagoretti,Lavington,Apartment,220000,0,0,0,0,"KSh 220,000 per month 4bdrm Duplex in Valley Arcade, Lavington for rent An exclusively newly build spacious 4bedroom plus Dsq all en-suite duplex apar"
Dagoretti,Lavington,Townhouse,350000,0,0,0,0,"5+ years on Jiji  KSh 350,000 per month 5bdrm House in Lavington for rent Lavington 5bedroom townhouse to let in a gated community Master bedroom en s"
Dagoretti,Lavington,Townhouse,350000,0,0,0,0,"KSh 350,000 per month 5bdrm House in Lavington for rent Lavington 5bedroom townhouse to let in a gated community Master bedroom en suite Spacious livi"
Dagoretti,Lavington,Apartment,100000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 100,000 per month 2bdrm Apartment in Mbaazi Avenue, Lavington for rent A stunning ultra modern spacious 2bedroom a"
Dagoretti,Lavington,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Mbaazi Avenue, Lavington for rent A stunning ultra modern spacious 2bedroom apartment for rent in the heart o"
Dagoretti,Lavington,Apartment,100000,0,0,0,0,"KSh 100,000 per month 2bdrm Apartment in Mbaazi Avenue, Lavington for rent"
Dagoretti,Lavington,Townhouse,150000,0,0,0,0,"5+ years on Jiji  KSh 150,000 per month 4bdrm Townhouse / Terrace in Maziwa for rent Welcome in most attractive 4 bedroom maisonette.
It is strategic"
Dagoretti,Lavington,Townhouse,150000,0,0,0,0,"KSh 150,000 per month 4bdrm Townhouse / Terrace in Maziwa for rent Welcome in most attractive 4 bedroom maisonette.
It is strategically located near "
Dagoretti,Lavington,Townhouse,150000,0,0,0,0,"KSh 150,000 per month 4bdrm Townhouse / Terrace in Maziwa for rent"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 85,000 per month 2bdrm Apartment in Hatheru Road, Lavington for rent Lavington modern 2bedroom apartment for rent."
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"KSh 85,000 per month 2bdrm Apartment in Hatheru Road, Lavington for rent Lavington modern 2bedroom apartment for rent. 
- High quality finishes 
- Spa"
Dagoretti,Lavington,Apartment,85000,0,0,0,0,"KSh 85,000 per month 2bdrm Apartment in Hatheru Road, Lavington for rent"
Dagoretti,Lavington,Apartment,220000,0,0,0,0,"5+ years on Jiji  DIAMOND KSh 220,000 per month Furnished 4bdrm Penthouse in Maziwa for rent Welcome into contemporary gorgeous Unfurnished 4 bedrooms"
Dagoretti,Lavington,Apartment,220000,0,0,0,0,"KSh 220,000 per month Furnished 4bdrm Penthouse in Maziwa for rent Welcome into contemporary gorgeous Unfurnished 4 bedrooms penthouse plus family rm "
Dagoretti,Lavington,Apartment,220000,0,0,0,0,"KSh 220,000 per month Furnished 4bdrm Penthouse in Maziwa for rent"
Dagoretti,Lavington,Townhouse,450000,0,0,0,0,"5+ years on Jiji  KSh 450,000 per month 5bdrm House in Maziwa for rent Executively designed 5 bedroom double storey house that boasts of:
+ 5 bedroom "
Dagoretti,Lavington,Apartment,450000,0,0,0,0,"KSh 450,000 per month 5bdrm House in Maziwa for rent Executively designed 5 bedroom double storey house that boasts of:
+ 5 bedroom and 4 bathroom
+.."
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 300,000 per month 5bdrm Townhouse / Terrace in Kaputei Gardens, Lavington for rent An elegant spacious 5bedrooms a"
Dagoretti,Lavington,Townhouse,300000,0,0,0,0,"KSh 300,000 per month 5bdrm Townhouse / Terrace in Kaputei Gardens, Lavington for rent An elegant spacious 5bedrooms all en-suite townhouse available "
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"5+ years on Jiji  KSh 110,000 per month 3bdrm Apartment in Valley Arcade for rent Step into a contemporary beautiful 3-bedroom apartment with DSQ offe"
Dagoretti,Lavington,Apartment,110000,0,0,0,0,"KSh 110,000 per month 3bdrm Apartment in Valley Arcade for rent Step into a contemporary beautiful 3-bedroom apartment with DSQ offers spacious living"
Dagoretti,Lavington,Apartment,120000,0,0,0,0,"Verified ID   5+ years on Jiji  KSh 120,000 per month 3bdrm Apartment in Hatheru Road, Lavington for rent An executive modern 3bedroom plus DSQ all en"
